线路名称,线路类型,运行时间,参考票价,公交公司,最后更新,公交路线-往
南京50路公交车路线,[江南线路(1-399)],羊山北路总站05:35-21:05|新模范马路东06:30-22:00,2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,羊山北路总站---羊山北路西---仙境路---学典路·文苑路---学典路---仙林中心站---杉湖西路---学津路---文枢东路---仙林新村---学思路---仙隐北路·仙林大道---仙鹤门东---仙鹤门---朱庄北---徐庄文化中心---江苏软件园---研发一区---徐庄软件产业基地---徐庄软件园---东杨坊---聚宝山地铁站---王家湾---伊刘邨---樱铁村---...---28新模范马路东---玄武大道·长途东站---新庄广场东---新模范马路东
南京51路公交车路线,[江南线路(1-399)],太阳城 05:00-21:20|杨庄 05:45-22:05,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,太阳城---新街---马群---钟山学院---五棵松---顾家营---柳营---钟灵街---大栅门---孝陵卫---理工大---小卫街东---胜利村路---玄武军休六所---胜利村路南---牌楼北---光华路·胜利村路---清新家园---南理工科技园---永丰大道·紫丹路(天安数码城)---永丰大道·紫霞路(斯坦德)---紫霞路---白下高新服务中心---白下高新园区南---紫霄路---...---27杨庄---石杨路·永丰大道---杨庄
南京52路公交车路线,[江南线路(1-399)],银城东苑 05:25-22:15|山西路 06:10-23:00,2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,银城东苑---东苑北---钟山花园城---后标营路·童卫路---富丽山庄北---苜蓿园大街---小天堂---苜蓿园大街南---石门坎---石门坎西---光华路西---光华门北---标营---瑞金路---瑞金北村---黄埔路---黄埔路·马标---珠江路·小营---浮桥---四牌楼---太平北路·鸡鸣寺---北京东路·鼓楼---中山北路·鼓楼---湖北路南---湖北路---...---26山西路---山西路
南京53路公交车路线,[江南线路(1-399)],农贸中心 05:20-22:20|迈皋桥广场 06:00-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,农贸中心---白云亭---白云亭西---惠民路---惠民桥---南京西站---机务段---水关桥西---水关桥---大庙村---翠亭路---戎军路南---金域中央总站---幕府新村---五塘村东---旭日景城---黄方村---窑上村---幕府东路---晓庄村---南京卫校---晓庄---和燕路·青城路---南砖新村---迈皋桥广场
南京54路公交车路线,[江南线路(1-399)],月苑南路 05:10-21:00|中山码头北 06:10-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,月苑南路---墨香路---小营村---合作村---万寿村---墨香路北---万寿停车场---万寿---大瓜园东---大瓜园---晓庄---和燕路·青城路---南砖新村---和燕路·迈皋桥---东井村---红山站---东井亭---安怀村东---安怀村---中央门北---中央门西---城河村---民生街---金海市场---长江大酒店---...---30中山码头北---大桥饭店---兴中门---静海寺纪念馆---公共路中---中山码头北
南京55路公交车路线,[江南线路(1-399)],天旺路 05:20-22:10 |长白街 06:10-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,天旺路---镇东路南---丹霞路东---牛头山公园西门---泰盈路北---锦绣花园---麒麟门地铁站---麒麟门西---省勘查技术院---百水桥地铁站西---芝嘉花园---马群---钟山学院---五棵松---顾家营---柳营---钟灵街---大栅门---孝陵卫---理工大---小卫街---卫岗---卫桥---中山门---明故宫东---...---31长白街---明故宫西---瑞金北村---瑞金路西---公园路---建康路·大中桥---长白街
南京56路公交车路线,[江南线路(1-399)],南京站·南广场西 06:15-23:00|奥体新城 05:30-22:15,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,奥体新城---月安街·华山路东---燕山路·月安街---燕山路·积贤街---万达广场西---万达广场北---江东中路·水西门大街---江东北路·汉中门大街---江东北路·东宝路---江东北路·清凉门大街---江东北路·闽江路---江东北路·草场门大街---龙江小区---草场门大桥东---北京西路·草场门---江苏省委---玉泉路---北京西路·云南路---云南路·大方巷---湖北路---丁家桥---童家巷---观音里(市公交集团)---玄武湖隧道---中央门立交---...---27南京站·南广场西---中央门东---南京站·南广场西
南京59路公交车路线,[江南线路(1-399)],杨庄 05:15-22:15|南京站·南广场东 06:00-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,杨庄---石杨路·银龙花园---杨庄村---杨庄村委会---友谊河路南---友谊河路---海福巷西---工程兵学院---天堂村---苜蓿园大街南---小天堂---苜蓿园大街---苜蓿园大街北---卫桥南---中山门---清溪路---清溪路北---后宰门东---马标---龙蟠中路·小营---龙蟠中路·荷包套---太平门南---太平门---龙蟠路·岗子村---锁金村---...---28南京站·南广场东---新庄广场南---龙蟠路·南京站东---南京站·南广场东
南京60路公交车路线,[江南线路(1-399)],城头城 05:30-21:30|育才公寓 06:15-22:15,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,城头城---路子铺---秦虹桥---白鹭东苑---七里街---白下路·大中桥---长白街北---太平巷---八一医院---淮海路东---新街口·正洪街---长江路·估衣廊---华侨路---永庆巷---拉萨路---省人民医院---清凉山公园---清凉门大桥西---清凉门大街·湛江路---中心南村---清凉门大街·管子桥---鼓楼河西服务中心---东宝路总站---育才公寓
南京61路公交车路线,[江南线路(1-399)],景明佳园 05:20-20:20|江东中路·江东门北街 06:00-21:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,景明佳园---万博花卉---尹家巷---尹家巷北---南北中村---花神大道---望江矶---公交总公司驾校---雨花南路·安德门---龙福山庄---秋叶村---向石南路---黄山路·梦都大街(南京高等职业技术学校)---河西金陵中学北门---白鹭东街---庐山路·怡康街---应天大街---安如村---沿河村南---沿河村---福园---拓园---江东门纪念馆---水西门大街·江东门---万达广场北---...---28江东中路·江东门北街---燕山路·江东门北街---典雅居---江东中路·江东门北街
南京62路公交车路线,[江南线路(1-399)],西善花苑总站 05:30-22:15|西街 05:30-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第三客运公司,2024-03-28,西街---窑湾街---钓鱼台---殷高巷---集庆门---凤台路·集庆门---银桥市场---赛虹桥---凤台南路---赛上路---纬八立交桥---公交车辆厂---公交车辆厂南---小行桥---油坊桥立交东---油坊桥立交南---竹柳新村---油坊桥地铁站东---西善桥北---顾家庄---地勘新苑---建宁---建宁一村---岱山北路·明尚东苑---岱山北路·社区中心---...---32西善花苑总站---岱山中路·社区中心---岱山中路·管道路---管道路·卫生服务站---管道路·岱山西路---岱山西路总站---梅山村路---西善花苑总站
南京63路公交车路线,[江南线路(1-399)],宁工新寓5:30-21:00|双桥门西6:15-21:50,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,宁工新寓---中保村南---银城街---湘江路---鼓教二村---育才公寓---东宝路·锦江路---金陵世纪花园---浦江路·汉中门大街---典雅居---江东中路·水西门大街---水西门大街·江东门---江东门纪念馆---茶亭东街---玉塘村---沿河村南---安如村---所街·康泰东街---所街·文体路---文体路·泰山路---应天大街·泰山路---赛虹桥立交西---赛虹桥立交东---中华门地铁站---应天大街·雨花路---...---28双桥门西---梅花村---应天大街•养虎巷---双桥门西
南京64路公交车路线,[江南线路(1-399)],南京站·北广场西 06:00-23:00|南京开发区 05:30-22:10,2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,南京站·北广场西---黄家圩---东井亭---红山站---东井村---和燕路·迈皋桥---迈皋桥地铁站西---南砖新村---和燕路·青城路---晓庄---晓庄地铁站北---城市绿洲---吉祥庵地铁站---胜利村---燕子矶地铁站---太新路---枣林村---怡园路---化工一厂---蓝燕宾馆---许家村---开发区管委会---恒园路---南京夏普---南京开发区
南京65路公交车路线,[江南线路(1-399)],宁工新寓 05:15-21:30|双桥门东 06:10-22:30,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,双桥门东---康居里---康安里---秦虹路·马家圩---中和桥---光华门北---标营---御道街---明故宫南---明故宫---明故宫西---西安门(军区总院)---中山东路·逸仙桥(毗卢寺)---总统府---大行宫北---浮桥西---莲花桥---广州路·中山路---儿童医院---五台山北---上海路·北京西路---玉泉路---江苏省委---北京西路·草场门---草场门大桥东---...---28宁工新寓---龙江小区---龙江地铁站西---宁工新寓
南京66路公交车路线,[江南线路(1-399)],南京站南广场西 06:00-22:30|龙江新城市广场 05:30-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第四客运公司,2024-03-28,南京站·南广场西---龙蟠路·南京站西---中央门东---金桥市场---城河村---民生街---金海市场---长江大酒店---四平路广场南---盐仓桥---双门楼宾馆---丁山宾馆---镇江路---古平岗南---古林公园---虎踞北路·草场门---草场门大桥东---龙江小区---龙江新城市广场
南京67路公交车路线,[江南线路(1-399)],南堡公园 05:30-22:10|鼓楼公交总站 05:30-23:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,南堡公园---金陵六村---燕江路南---金陵小区---金陵村---金燕路南---水关桥---水关桥西---晓街---五所村---新民门---盐仓桥---双门楼宾馆---丁山宾馆---镇江路---水佐岗---祁家桥---四卫头---江苏路西---傅佐路---山西路---中山北路·大方巷---中山北路·鼓楼---鼓楼公交总站
南京68路公交车路线,[江南线路(1-399)],月苑南路 05:30-22:00|湖西街 05:00-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,月苑南路---经五立交---樱驼花园---樱花路---蒋王庙---樱驼村---板仓街·花园路---钟麓花园---板仓村---板仓街·岗子村---太平门---太平门南---龙蟠中路·荷包套---珠江路·小营---浮桥---大行宫北---网巾市---长江路·估衣廊---华侨路---永庆巷---牌楼巷---汉中路·汉中门---汉中门大街东---莫愁新寓---北圩路---...---27湖西街(总站)---玉塘村---湖西街(总站)
南京69路公交车路线,[江南线路(1-399)],南堡公园 05:30-21:10|经五立交总站 05:30-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第一客运公司,2024-03-28,南堡公园---金陵六村---燕江路南---金陵小区---金陵村---金燕路南---大庙村---幕府南路北---孙家洼路北---孙家洼路---张王庙---郭家山路东---河路道---中央门北---中央门东---龙蟠路·南京站西---龙蟠路·南京站东---新庄广场东---花园路中---花园路·南林东路---花园路南---板仓街·花园路---樱驼村---蒋王庙---樱花路---...---27经五立交总站---樱驼花园---经五立交总站
南京70路公交车路线,[江南线路(1-399)],仙居雅苑 05:10-21:00|鼓楼公交总站 06:10-22:00,空调车2元（无人售票，IC卡通用）,南京公交集团第二客运公司,2024-03-28,仙居雅苑---仙鹤茗苑---亚东城西区西门---听泉山庄---雁鸣山庄---仙隐北路·鹤鸣路---尧胜村---徐庄软件园东---徐庄软件园---东杨坊---聚宝山地铁站---王家湾---伊刘邨---樱铁村---花园路中---花园路·南林东路---花园路南---钟麓花园---板仓村---板仓街·岗子村---太平门---北京东路·九华山---太平北路·鸡鸣寺---东南大学---大石桥---...---28鼓楼公交总站---丹凤街---北京东路·鼓楼---鼓楼公交总站
